userName,content
rizal zaelani,jangan baca berita didetik  media sampah abal    uninstall smuanya gan  jokowiselamanya
Amir Cinceng,judul isi beda   
KUCING KU,kalo berita yg bener bos
INDO MADRIDISTA CHANEL,media penuh kemunafikan
RidePacker,makin gak artikelnya
Moh Taufik,beritanya provokasi
Franche_Stg Channel,media kredibel   media cuman nya memprovokasi 
rayya Aruna (Neng Ciner),banyak clickbait beritanya gak berimbang
Suka Ning Ati,bad bad bad
anthony bong,ora sudi baca beritamu lagi  ogah ogah   
flamboyan crbn,berita nya gak sesuai kenyataan   
Stanly,berikan berita real berimbang
Batam Airsofter,media framing jahat kpd pemerintahan  yg sby ct
rosi agustini,sangat tdk bagus     ttd cebong garis keras 
Rizki Rusdianto,sering heboh pake berita ga jelas  trus ralat   ga beda sm media  sampah abal  skrg cmn cari klik bait  sampah
Juliana Veronika,beritanya tdk berimbang bikin orang tdk percaya berita  krn kebanyakan hoax  jangan cari makan berita ajalah cari berkah juga  jangan cm isinya berita sampah doang  
Avan Jpra,you wanna play  game   gave you one star for clickbait
Avan Online17,indonesian people no longer trust this platform cause they play clickbait
Mboy Aziz,click bait news equal with fake news
Boy Aziz,say no to click bait 
henry setiawan,kbnyakan berita revisi
Adul Aja,dulu gw liat detik berita nya bagus sekarang seimbang curiga nya detik kangkangi penguasa menjatuhkan pemerintahan jkw
Avan Online97,it  such  terrible click bait news
Avan J,your news full of click bait  that how you behaved  
Siswanto H,sumber berita kadang obok   lempar batu sembunyi tangan   kalimat berita dikit  revisi   
dr. Hardjanto Angga Husada,beritanya yg ngaco   sering direvisi   banyak memojokkan tertentu   tdk netral 
Silmi Kaaffah,dulu oke banget  seringan click bait judul nya tendensius jelek in pemerintah
Marcel Inj,tercemar dgn pemberitaan menyesatkan
Sabar ferdian Siburian,penyebar hoaks  clikbait provokatif
The Journey Times,very bad news delivery  siding with one of the camps 
Yuanita Nita Surabaya,uninstall    
Abi Mantrono,kelasnya menurun skr detik  sekelas media abal   ngga mutu
Lintang Ati,media unfaedah 
Mas Tomz,menyebar hoax
Beru Wisuda,sudah netral beritanya
goenasyah arief,isi dan judul beritanya kali nyambung
Manrus Dwi,selalu suka baca berita detikcom  suka berita  yg kritisi pemerintah  biar melek kinerja pemerintah ini 
Diari Si Gembul,setiap nggak ketinggalan informasi baca berita berita terbaru detikcom  tampilannya bagus  anak muda banget
rudi yulianto,media ga netral  bikin gaduuh    jgn douwnload     
Haris Dwi,selalu baca berita detik  terpercaya cepat 
Milea Lestari,ya allah jahat banget buzzer buzzer yg bilang detikcom jelek  buatku detik nomor berita kecepatannya
haris dwi,suka banget beritanya detik
Hamdi Achmad,link berita  berpolitik   tdk berimbang memberitakan  
mas bowo,sudah ga bermutu beritanya
hilda meilisa rinanda,sampai percaya beritanya detikcom 
Dian Setiawan,imparsial
Afrizal Zuhri Zahrowi,media ga kredibel   gak mutu
Kicau Papua,media politik kaum kadrun
Ardhi Teguh,gak lagi  detik beritanya ngawur gak sesuai fakta 
Swastara Yudha,judul berita isi buruk
Marlinda Kharism,berita hoax kredibel
azis adnan,judul direvisi menimbulkan hoax
Ria Fauziyah,berita uda ngawur asalan  ga profesional  sudah ga independent lagi  mohon diperbaiki
dave,non rasional
Yadhie Broery,berita slalu revisi
rachmad zulfikar,berita    
willyanto sutianto,berita hoax berkali kali
budi santoso,media layak baca  iklan negatif
Fitri Ani,judul click bait  tidak sesuai fakta 
Mu Ardi,berita mengandung kebencian
Dee pritaz,sekarang beritanya condong ke    penuh framing
Kukuh Leksono,semakin berbobot
Asep Daclenk,berita ngawur     demi kah   atau       ya
Rony Franando,harusnya media memberikan informasi sesuai di lapangan ngaco mengada
Yan Goenawan,berita profesional  berulang  tendesius  klickbait
bambang bintoro,cenderung berulang ulang clickbait
Goeltom cxs,mulai sdh kredibel
Sumiati Suroyo,kalau bikin judul berita yg bener        jangan agenda tertentu  
suji anto,udah bertahun instal detik  kali terpaksa unisntall terpapar kadrun
Sapto Supriyono,sudah percaya sbg sumber berita yg obyektif lg krn detik skrng diisi orang  yg kepentingan politik
Ncepkh Marta,sampah nkri kasian loe bgst
Kinan Rita,kaya lari pd   yg cikeas
edy nugroho,bagus infonya
Bli Madejawa,pemberitaannya ngawur
ALSHA 007,jangan jadikan media sbg acuan   media sampah   
Adi Priono,judul isi tdk sesuai cm jual rating  berita gk valid
Andi Kristanto,sekarang turun kualitasnya cocoknya media hidayah  judul yg ditampilkan berbeda isinya  terkesan mengadu domba    pengen kepo in orang biar dibaca britanya zonk
Dedy Santika,kebanyakan clickbait  berita ga bermutu
Irwansyah Waruwu,perbaiki  terlambat
Noordien Mandawai,menjual fitnah memancing kekeruhan 
Nunang Abdul halim,kacau kau
X Peria,sering revisi judul seperti profesional pemberitaan 
satria nyumput,sudah kredibel beritanya
Benediktus Ricardo,detik sekarwng beritanya byk clik bait ngaco ga kaya
Fernando “Nandito” Senewe,media hoax independen  full of framing 
Erni Wati,detik skrg media sampah  beritanya ngaur  revisi   
basir keling,semamgad qaqa
Lease dana,malas baca berita detik  oknum wartawannya clikbait
Gianesha Mobilindo,berita detik ngaco
Sugianto Ganesha,maaf uninstal   karena beritanya tdk bermutu
Aris Triyanto,media clickbait    
Momo Malique,profokatif media  hoax intensively  
Prasetyo Adi Nugroho,media penyebar hoax        
Vikky Arisandy,media penyebar hox  kebencian  provokatif
agus jonet daihatsu,beda detik yg dgn detik sekarang trans  dah kaya rollercoaster transma
Dami Wibowo, know lah
Yoshua Felixia,clickbait melulu beritanya  habis revisi  malesin pokoknya  uninstal aja menuh in andro aja  bye 
Asnur Bahri,penyebar hoax  berita obyektif
Didiet Pujiadi,lengkap beritanya  keren
B S,media abal  corong politikus    isi berita hoax  ga kredibel   selalu bermain dlm berita sara politik identitas kebobrokan jurnalis dlm menjalankan kode etik     looser
Polen Silitonga,media yg independen lagi  ganti aja menit jam
roman paqr,bintang yg bicara
Rangga Rainata,kebanyakan mecin
Toni Sietria,wartawan redaksi ga profesional cenderung beritanya provokatif  byk hoaxs clickbait 
PS Hasugian,sampaikanlah berita sesuai dgn fakta bersikap netral
Rey Docima,kontra
Hafidz Jabir,media kepentingan
Adhinanto Cahyono,sudah tdk yg lagi  kalo   stars kasih dah   stars 
gamma wisnu,bosok 
Tan Panama,detikcom lagi    bintang ya  
Anjar Setiyono (Selkom),makin ga bener beritanya  revisi
Kasie ETL Latinusa,makin bermutu clickbait plintir berita pesanan pohak saja  etika jurnalistik  
SAEFUL BAHRI ASEP,to much hoax will kill    
Y Gatot Riyadi,reputasimu hancur dengan sendirinya  seiring berita  informasi dimuat cenderung menjadikan provokasi 
Bravo blacko,media sampah      bisa nya jelek in presiden hancurlah lu
Akbar Ruddy,gak asyik lg
Trah Milanisti,agar survive rela menggadaikan keobyektifannya kuciwo kuciwo dirimu tik
Atta Rahadiyan,uda gak obyektif babar blas
Amir Baihaqi,sejak nomor   detikcom 
Fauzan Amrullah,kebanyakan clickbait  viral salah dikoreksi 
ARIES 68,gue instal cm ngasih bintang doang media yg tdk independen  stlh gue uninstal lgi
faiq azmi,tidak media severified detikcom   top    
Leni Octaviani,isi berita gak bermutu  malah spmengadu domba  
Henry,haya
Lia Hikmah,payah bgt
Lirik Musik Hits,dr    yg seminggu yg pekerjaan menyempatkan membuka berita detik  gak ya   males  
Sugi Anto,beberapa kali blunder
DIDIT KHAN,sudah ngga mutu beritanya
Aurellio KlateN,berita sampah   sudah ga bermutu  
Irham Anshor Amirudin,berita kredibel  penyebar hoax
shubur tampubolon,gak tau malu   wkwkwk
Hosia Singgih,mulai ngawur judul beritanya
Baskoro Widha Mandala,dulu suka gilo
ngurah siswanto,clickbait  
Suntoro Joyo,pemberitaannya provokatif berimbang cenderung media provokator 
Riki Akbar,kebanyakan click bait  sampah
Dony Agus Siswanto,berita nya smua spt cnn  cnbc  trans group
Mohammad Sadja,detikcom  media resmi perilakunya media bodong 
juliandi maghribi,judul ama berita ga singkron
Miko Prasetyo,kadang heboh judulnya doang  
nyomanzw bhudianta,klik bait  sesuai fakta 
Tira Depari,media propokatif
Ali Chakim,denger  media sdh kehilangan syukur 
Bunyanum marsus,gampang sulap  takut penguasa gausah media bos
Nugrohomuljadi Tan,detik ga fair   tidak rekomendasi lihat
dede surya,yang bener bikin berita jangan klikbait provokatif  anda media besar  nyari duit aja 
M munhadji,clickbait kredible
__Lygentz __,beritanya ngawur  payah    
Viktor Ranggu,skrg detik provokatif
Alpay Pius,makin ga skrg detik ini  saluran berita kyanya ga idealismenya   keciwa
Jimmy Purnomo,tolong independen dong   
Raph Tungka,udah gak idealis
GAJAH MADA,banyakan ga akurat  hoax
Dyah Ayu,beritanya melenceng gak sesuai real
Ferli anto,makin ngawur pemberitaannya   judul ma isi gak sesuai  judulnya cenderung provokativ    
Adinta Nicko,media beritanya ngawur   judul isinya
anggita sari,berita nggak sesuai judul
Pungky Wijaya,tidak netral    
Kampretoz Permadi,media yg ga netral
Anik Lovely,jadi corong agama
andeck saputra,update pilihan  independen  mantab
Chuk Eswe,bertitanya update faktual
Alfahim 16,beritanya ngawur maaf uninstall ya
Muhammad Aminudin,berita nya tercepat
aska tohir,dengan berita  nya cepat update info  terkini
Supriyanto Ws,obyektif profokatif penyebar hoax
Ivant Alfandi,beritanya update terpercaya  selalu langganan mencari info terkini
Herlina Adelia,beritanya gak berimbang suka mengulang  pembahasan artikel sebelumnya  seperti kehabisan kata  bahan 
manah rasa,antara judul isi berita berbeda provokasi
Multazam,penuh intrik judul berimbang memberitakan 
Lexi Alamsyah,cukup mengikuti berita detik  sampai detik penghabisan  end       
Kristianto stefanus,tidak direkomendasi dibaca 
Levinia Ernestine,kalau berita presiden judul berganti ber kali kali isi beritanya sama uda bapak presiden koq sllu dibandingkan dgn mantan pecatan  tak dibandingkan dgn kepala daerah lain netral nya woi   
wawan k,menyebarkan hoax  provokatif  clickbait
Yanto Apriyanto,demi apa buat berita hoaks  demi uang  dimana netralitas media online  ada di tempat sampah      
Siswo Tbn,berita update suka
Harapan Bangsa,suka bikin framing    
sopian 0561,judul berita sesuai isinya  menarik bikin penasaran pembaca  cenderung partisan
Igkedi,media penyebar hoaks  click bait provokatif
Ari Pujiantoro,sdh tdk kredibel isi beritanya
Lukas Prilasta,banyak hoaks
Eureka Penthouse,media sampah provokator   
Ali Topan2121,bye bye    
Irawan Trisyanto,duh berita revisi
Narkok Eko,sangat sayang berita nya netral
Didy Teguh santoso,media provokatif    
Ecko Jung,sudah kompeten lagi  
mohamad junaeni,pemberitaan sesuai  nge blok salah
Wahyu Cryil,maaf pindah hati
IRSYADUL AQLI,anjg
Andy Hopely,kami kecewa anda 
Andriys Villas,sekarang jelek payah
Riyanto Yanto,sampaikan
Sudiarto,ngaco mulu beritanya uninstall   
dena cell,profoksti aja ni detik
Comel Kutilang,maaf ya  skrg media online beritanya sdh penyebar hoax tdk akurat profesional lg   
deny triono,uninstall aja gregeten beritanya ngaco pesanan nasi goreng  
Darmadi Wiradien,gombal mukio
Demetrius Sulistiyo,media penyebar hoax  clickbait    provocative 
Gilang Mashuudan,berita judul sinkron
kukuh YK,isi sesuai fakta
Akbar Affandi,semakin kesini menurun kualitasnya
Andri Jayadi,sudah update parah tdk bsa close  hp jd loading menu
Suhaeni Eni,dah  update berita yg kemarin  mash nempel aja     netral lg condong     
Joni116688 Fentriana,it was great app  not anymore
boediaryantofficial,gue bingung anaknya ct stafsus presiden beritanya ga berimbang ama pemerintah 
Wolter Matheos,berita plintir    
dunia dalam kejadian,selalu berita kontra persi yg tdk jls kebenaran nya dn slalu memojokan tertentu 
wim widarma,ralat      gpp
Feggy Meigara,detik oh detik
Azis Budiarto,penyebar hoax kepentingan
kastro sitorus,ga belajar sih dr pengalaman  jangan lupa injek tanah ya
Muh.raind Tandibua,media dan jurnalis sehat imbang dlm informasi  jgn mmbuat i ue kebodohan pembodohan hoax  kalau gk jujur mending bubar
safri naldi,berita berimbang    banyak pesanan yg menjelekan oknum pemerintah   dasar tau diri  
KUNIE ALBARI,sering tdk obyektif detik yg detik yg dulu   
Farid Rifai,suka sebar hoax  trus direvisi
Devy Latumahina,banyak iklan parah judul berita keuntungan direvisi   sampean mendidik menyajikan berita yg dipercaya masyarakat   bye   uninstal 
Monica Triviana,parah banget  media pemberitaan nya netral  kerjanya menyerang pemerintahan jokowi keseimbangan 
rukmana adinugraha,revisi smpe   kali   berita   hm
Yudi S,sebal
Raisha Aisyah Samudra,agak provokasi  uninstall
Bros gold,mulai melenceng   daa daa
Nur Hadi,media propaganda   
Sonny Alexis,beritanya ngawur  kayaknya terpapar radiasi   
Chandra Dewata,ngak bermutu
Nathanael Tranggono DN,kog provokatif sih gan
Surakhman Hidayat,beritanya akurat media abal abal 
Ratu Juhariyah,jgn produksi hoax berita pesanan  yg berkepentingan bukan berita adanya 
khoirul lazim,berita nya tisak akurat
budiman idrus10,mohon sesuaikan berita dwngam faktanya
Yudho Harmoko,judul berita cenderung sesuai
Muhamad Guntoro,berita nya si ralat mulu
Kun Suprayitno,beritanya ngaco judul beritanya profokator sesuai fakta lapangan
Agung Herawan,aduh  panas panas
Mars ito,ga suka aja
ptrhs 1945,bikin bingung
Fahmi Azmi,berak sekebon aplikasi  
reno joe,berita kadang ngaco
Albert Iskandar,banyak klik bait profesional
Khalisa Almira,berita detikcom update
Sugih Arto,detik akhir  bikin brita ngawur  suka klarifikasi salah britanya  helloww emang wartawan detik dilapangan anak tk    
Muliana Halin,di netral busuk
Mr Asgar,makin kesini beritanya ngawur clickbaitnya
Yang Cheza,kacu
Wawan Rachman,beritanya sesuai orderan   
Yuan Lee,beritanya tdk akurat  cendrung memihak  pendukung pemerintahan presiden jokowi senang penurunan rating detik news    
san agung,isi berita berkualitas  iklan   dibayar framing menjatuhkan menaikkan
Ahmad Efendi,media provokator   bikin rusuh kisruh rakyat
Halona Br Sipahutar,makin ngawur bikin berita  judul dgn isi sama  dan parahnya beritanya kebanyakan pelintir  uninstall 
Pasang Arung Padang,ikut
borneo mitrasejati,bila detik merapat kilafah ya ragu ragu tulis aja detik kilafah  berita ngawur detik pahlawan mereka  percaya deh   
Pri Yono,detik dah nyebar  hoax  muatan beritanya  khususnya judul beritanya  dah gak obyektif
Handri,kebanyakan pop iklan wartawannya suka banget bikin berita sampah
Ardhie Property,beritanya politiknya
Everest Global Indonesia MPJ Supplier,makanya   
Hans Two,koplak
Ngalo Gaming,ga jlas  
Jahtera Barus,britanya memojok kan  mancla mencle
Edwin Siahaan,berita ancur
Oloan Banjarnahor,propokatig
Cholid Choliludin,beritanya ngaco  ma af uninstal
Saiful Mafud,lama ngaco nihh   sory gw cari portal berita yg ajah deh 
Kristianto,kebanyakan clickbait
Brian Winsu,judul berita nya ngaco 
Yudi Hartono,semoga detik bijak menulis pemberitaan 
Tugimin,nyari duit gak gitu  lah  
Harry Pakpa,uda dikuasai si kel cemara nie   brp dibayar bikin berita ngaco  seolah olah tni pecatan dipecat gara gara surat terbuka uda dipecar terlibat pembujuhan
Priyo Sudibyo,berpihak pemuatan beritanya
Ayath Abinaya,gak keren  asik
Exsan,beritanya palsu  bikin  dasar tukang plintir
Duma Prasetyo,buruk  buruk    not recommended dehh   hancur hancurr dah
Don Pepito,kdg suka hoax
Guntur Frendy Purba,semakin bermutu
Lempoyez 22,beritanya sdh ga bermutu     
Wong Cilik,very bad
bola 9,bikin berita hoak 
setyo agus,jurnalis detik  udah dicuci otak beritanya uadh ga reall  jd kecewakan skli    
Nahrul Hayat,sudah media oposisi
Retto Samento,mulai nggak kredibel  udah   fitnah  hoax  ngawur  kasih bintang    uninstall  bye 
komang krishna,saya terpaksa menguninstall aplikasi berita beritanya netral 
Djong Santoso Hartojo,beritanya udah ngaco  hoax tdk sesuai kenyataan dilapangan  rakyat indonesia yg pintar   berprinsip positif kerja kerja kerja   jgn berita  yg tdk sesuai dilapangan 
Endrian Bellamy,dancuk tukang provokasi
Invincible Muse,berita sampah banyakan provokasi
Endrian JB,beritanya provokasi mulu
Lukman Sinurat,saya status fb ig orang awam cek     kali salah  udah profesional revisi nanya serius  minum air putih berita nya  
Alfonsus Wandi,loadingnya lama   terlalu iklan  
raymond rios,editor jurnalisnya lebay    dulu suka  ga    ngejar rating banget clickbait edit judul      sebenarnya pingin ngasi bintang       
nobi 4x4,bye    
Restu Suciati,judul berita tendesius  apakah pesanan  
Rizka Adya Putri,wahh  bener nih berita     
Jeffry Ang,judul isi  bumi langit
pras henjon,komisaris baperan       teriak tolong pake media   ah  ah   vangke hambalang lu in candi 
Eko Oentono,sudah berpihak
yenwie wie,semoga penulis merusak nkri diazab sesuai perbuatannya masing   
frost gaming,terlalu revisi ketauan hoax  kebebasan pers yg disalah
Dimas Bimantara,judul beritanya diulang ulang  ya aja beritanya  salah judul terus  kebenaran berita
Semut Merah Adventure,dr dl ga baca berita detik yg kadang judul dg isi bedanya    ayo blokir detik sbg berita yg ga baik   
Harris Mardiansyah,gimana kabarnya   
Sendal Bolong,detik beda detik dulu  bye bye detik
